Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,MoSold,SalePrice
752,60,RH,12154,Pave,Reg,HLS,NoSewr,Corner,Edwards,Norm,1Fam,1Story,10,5,1987,1963,Gable,HdBoard,204.0,CBlock,256.0,196,838,Grav,Y,2348,822,3839,1,1,1,1,1,4,0,3,892.0,372,25,34,2007,3,534486.7860699383
753,30,RL,18828,Grvl,IR2,Low,NoSewr,CulDSac,OldTown,Feedr,2fmCon,SLvl,5,9,1986,1986,Gambrel,HdBoard,297.0,PConc,398.0,97,164,Grav,N,1266,542,2881,0,1,0,1,2,11,2,3,317.0,63,102,18,2007,2,429728.1192409785
754,30,RL,15145,Pave,IR3,Lvl,NoSewr,CulDSac,CollgCr,Feedr,Twnhs,1.5Fin,9,6,2017,1957,Flat,MetalSd,371.0,CBlock,50.0,458,1750,Wall,N,1777,65,1626,0,2,2,5,2,4,0,1,384.0,337,20,16,2010,5,371625.9179314537
755,30,C,11488,Pave,IR2,Bnk,AllPub,FR2,CollgCr,Artery,Twnhs,1Story,6,7,1991,1962,Flat,Wd Sdng,247.0,CBlock,446.0,840,1354,Wall,Y,1908,717,2465,2,1,2,5,2,4,0,0,585.0,319,79,34,2008,7,394641.06744483433
756,70,FV,9737,Grvl,IR2,Lvl,NoSewr,Corner,NAmes,Norm,2fmCon,1Story,1,7,1954,1989,Hip,HdBoard,364.0,BrkTil,1293.0,229,329,GasA,N,1979,1124,929,1,2,0,4,2,7,0,3,,347,198,76,2006,3,293879.0743571913
757,30,RM,11525,Grvl,Reg,Bnk,AllPub,Corner,BrkSide,Artery,Twnhs,1Story,6,4,2013,2007,Hip,HdBoard,464.0,BrkTil,826.0,167,1144,Grav,Y,758,30,2217,1,3,0,3,1,11,1,2,218.0,267,36,77,2008,5,400361.210192789
758,40,RL,8850,Grvl,IR3,Low,NoSewr,FR2,Edwards,Feedr,Twnhs,1Story,6,4,1999,1967,Hip,MetalSd,70.0,CBlock,594.0,808,212,GasA,Y,1281,884,1974,2,2,2,2,1,6,1,2,53.0,11,13,29,2010,4,338543.8504813046
759,20,RH,5689,Grvl,IR2,Bnk,NoSewr,Corner,Edwards,Feedr,Duplex,SLvl,6,4,1964,2006,Hip,,155.0,CBlock,817.0,776,1846,GasW,Y,1988,190,3502,0,2,0,2,1,8,2,2,199.0,291,220,47,2009,11,456970.2355994164
760,80,C,18564,Pave,IR3,Bnk,NoSewr,Inside,NAmes,Feedr,Twnhs,SLvl,8,5,2002,1987,Flat,HdBoard,101.0,PConc,635.0,7,506,Wall,N,533,414,3477,2,3,2,2,1,4,1,2,883.0,28,165,56,2006,7,462517.8329251394
761,50,RM,15142,Pave,Reg,Bnk,NoSewr,Corner,Edwards,Norm,1Fam,1.5Fin,6,5,1974,1981,Hip,MetalSd,12.0,BrkTil,1285.0,171,1576,Wall,Y,2018,746,2207,1,2,2,3,1,6,0,2,642.0,138,172,16,2006,2,387301.270960847
762,30,C,10175,Grvl,IR2,Bnk,AllPub,FR2,NAmes,Norm,Twnhs,1.5Fin,5,8,1958,2015,Gambrel,MetalSd,464.0,PConc,1388.0,953,1888,GasA,Y,825,1069,1840,1,2,2,4,2,11,0,1,338.0,436,149,14,2009,12,357525.601879061
763,60,RM,18774,Grvl,Reg,Lvl,AllPub,Inside,OldTown,Feedr,2fmCon,2Story,2,9,1987,1974,Gable,VinylSd,270.0,CBlock,,359,915,Grav,N,1336,1112,1393,2,3,2,2,2,4,2,0,703.0,453,171,81,2007,11,276079.77016175917
764,30,RM,13648,Pave,IR3,Bnk,NoSewr,CulDSac,CollgCr,Artery,Duplex,SLvl,4,2,1971,2007,Flat,,291.0,PConc,1141.0,194,800,GasW,Y,1761,374,1837,0,1,2,1,2,3,0,1,690.0,84,80,13,2010,7,334439.16829202557
765,60,RL,10078,Grvl,IR3,Lvl,NoSewr,FR2,BrkSide,Artery,Twnhs,1Story,10,7,1998,1982,Hip,,219.0,CBlock,1476.0,268,167,Grav,Y,1190,1269,2928,0,1,2,1,2,6,2,2,897.0,73,224,13,2009,12,478131.5436390168
766,40,C,15322,Pave,Reg,Bnk,NoSewr,FR2,CollgCr,RRAn,2fmCon,1Story,5,1,2017,2015,Flat,Wd Sdng,,BrkTil,774.0,18,994,Grav,Y,2139,557,1003,2,2,0,1,1,6,2,2,304.0,250,34,44,2008,2,321719.7320780702
767,60,C,17168,Grvl,IR1,HLS,NoSewr,CulDSac,CollgCr,Feedr,1Fam,2Story,10,1,1964,1979,Hip,HdBoard,237.0,BrkTil,972.0,353,1569,GasA,N,2064,1280,2607,1,1,1,5,2,3,0,3,798.0,223,187,96,2008,3,450643.73940526904
768,90,RH,18410,Pave,IR2,Low,NoSewr,FR2,OldTown,Artery,Twnhs,1Story,4,4,2014,1983,Flat,Wd Sdng,116.0,CBlock,396.0,863,829,Grav,N,1238,1375,2367,0,1,1,5,2,6,1,3,751.0,46,223,37,2009,5,370319.88706120907
769,50,RH,17436,Grvl,IR3,Bnk,NoSewr,Corner,Edwards,Feedr,Duplex,2Story,2,10,2003,2018,Hip,HdBoard,330.0,BrkTil,682.0,48,995,GasA,Y,1989,1128,822,2,2,2,3,2,5,0,0,244.0,416,130,62,2010,7,268131.51568031585
770,20,RL,10448,Grvl,IR3,HLS,NoSewr,CulDSac,BrkSide,Artery,Twnhs,1.5Fin,7,7,1979,1997,Gable,HdBoard,55.0,CBlock,1050.0,463,986,Wall,N,1243,1360,3461,1,3,0,2,2,4,0,0,841.0,80,8,74,2006,6,430619.90811240935
771,60,RL,6179,Pave,IR2,Bnk,NoSewr,FR2,Edwards,RRAn,2fmCon,SLvl,10,2,1969,1989,Hip,,350.0,PConc,710.0,355,786,Wall,Y,1827,1324,2433,0,1,2,5,2,6,2,0,628.0,450,68,10,2006,12,385239.57898559584
772,60,FV,17477,Grvl,Reg,Bnk,AllPub,CulDSac,CollgCr,RRAn,Duplex,2Story,10,2,1982,2000,Gambrel,Wd Sdng,131.0,CBlock,1395.0,849,426,Wall,Y,2385,1100,2991,0,2,0,1,2,10,1,1,207.0,120,27,47,2007,7,487663.2508487808
773,20,RH,16757,Pave,Reg,Bnk,AllPub,CulDSac,NAmes,Feedr,Twnhs,1Story,2,1,1956,1962,Flat,Wd Sdng,482.0,PConc,1120.0,973,1732,GasW,N,1346,1253,903,2,3,2,5,1,9,2,3,723.0,42,233,25,2010,11,312510.5099450099
774,50,RM,14074,Pave,Reg,HLS,AllPub,CulDSac,CollgCr,Artery,1Fam,2Story,1,10,1957,1980,Flat,Wd Sdng,225.0,CBlock,528.0,157,1726,GasW,N,616,577,2205,1,1,2,1,1,11,0,0,510.0,145,30,66,2008,6,292190.98942848557
775,30,,11406,Pave,IR1,Low,NoSewr,Inside,Edwards,Norm,Duplex,1.5Fin,5,2,1977,1988,Gambrel,HdBoard,307.0,BrkTil,684.0,65,1244,Grav,Y,1730,31,2278,0,3,1,2,2,10,2,3,258.0,73,231,24,2008,12,392507.2760808073
776,60,RL,13591,Pave,IR1,HLS,NoSewr,FR2,CollgCr,RRAn,1Fam,1Story,1,7,1994,2012,Gambrel,HdBoard,474.0,CBlock,612.0,972,1015,GasA,N,2435,57,3171,2,2,0,3,2,3,2,3,379.0,52,53,80,2007,1,433878.2393435937
777,20,,11907,Pave,IR3,Low,NoSewr,Inside,NAmes,Feedr,2fmCon,1.5Fin,1,9,1960,1997,Gable,Wd Sdng,393.0,CBlock,185.0,858,1033,Grav,N,2220,1127,1994,0,3,0,4,2,4,0,3,162.0,232,174,60,2008,5,347191.43102970603
778,90,C,13800,Grvl,Reg,Bnk,AllPub,FR2,OldTown,Feedr,Twnhs,1.5Fin,1,6,1980,1997,Flat,HdBoard,221.0,CBlock,695.0,570,1143,Wall,N,2004,311,1375,1,3,1,4,2,4,2,3,737.0,294,297,85,2007,12,313382.5944786059
779,90,FV,19083,Grvl,IR2,Lvl,NoSewr,Corner,Edwards,Artery,1Fam,2Story,6,10,1961,2010,Gable,HdBoard,172.0,BrkTil,214.0,820,1658,Grav,Y,1149,1090,2406,0,2,1,1,2,10,0,3,340.0,362,278,92,2007,1,436413.503090039
780,40,RH,6638,Pave,IR3,Bnk,AllPub,Corner,CollgCr,Feedr,2fmCon,1.5Fin,9,2,2000,1961,Flat,VinylSd,,CBlock,1274.0,307,1270,Grav,Y,902,689,1073,1,1,1,5,1,6,2,3,575.0,199,85,25,2009,7,385293.6623131047
781,20,RL,10671,Grvl,IR2,Low,NoSewr,Corner,Edwards,RRAn,Twnhs,1Story,10,10,1993,2005,Flat,VinylSd,284.0,BrkTil,215.0,336,1383,Grav,N,1496,1397,1251,0,1,1,5,1,11,1,1,757.0,161,64,33,2006,4,401443.40652779513
782,40,C,11928,Pave,IR3,HLS,AllPub,FR2,OldTown,Feedr,2fmCon,1.5Fin,1,10,1999,1967,Gable,Wd Sdng,308.0,CBlock,28.0,670,1932,Wall,Y,2358,234,3728,0,3,0,1,2,4,0,2,529.0,36,88,89,2010,5,418045.99516600085
783,90,RL,15340,Grvl,IR1,Bnk,AllPub,CulDSac,CollgCr,Feedr,1Fam,1.5Fin,5,9,1966,1976,Flat,Wd Sdng,156.0,PConc,101.0,782,1244,GasA,Y,2199,642,924,2,3,0,2,1,6,1,3,33.0,424,53,8,2010,1,326392.61370361724
784,50,RM,6382,Grvl,IR3,HLS,AllPub,CulDSac,CollgCr,Norm,2fmCon,2Story,9,7,1984,1977,Flat,VinylSd,150.0,CBlock,122.0,120,772,Grav,N,2423,1135,3164,0,3,1,1,2,3,2,1,823.0,96,117,39,2006,8,461931.83838728856
785,30,FV,6403,Grvl,IR1,HLS,NoSewr,Inside,Edwards,Norm,Duplex,1.5Fin,9,1,1950,2001,Gable,HdBoard,184.0,PConc,,765,1529,Wall,Y,2110,1412,2666,1,3,2,2,2,5,1,0,322.0,48,228,74,2010,4,437593.549167281
786,20,RM,14011,Grvl,IR3,HLS,AllPub,Inside,Edwards,RRAn,Twnhs,SLvl,1,9,1978,1965,Hip,HdBoard,177.0,BrkTil,1306.0,403,1081,GasW,N,732,1431,2954,2,1,2,3,1,8,1,1,180.0,383,266,6,2008,3,375490.2629875747
787,80,RL,8292,Pave,Reg,Bnk,NoSewr,Corner,NAmes,Artery,2fmCon,2Story,8,2,2000,2007,Gable,MetalSd,20.0,BrkTil,1140.0,772,1850,GasA,Y,1428,1077,2483,1,2,2,3,1,11,1,1,346.0,9,21,29,2008,1,421220.902816538
788,90,RL,14011,Pave,IR2,HLS,NoSewr,Inside,OldTown,Norm,1Fam,2Story,1,4,2013,1958,Flat,Wd Sdng,111.0,CBlock,615.0,646,1483,Wall,Y,1807,801,1706,1,2,2,1,1,3,2,1,705.0,39,246,65,2010,4,295452.26954527694
789,90,RH,5419,Grvl,Reg,HLS,NoSewr,FR2,NAmes,Artery,Twnhs,1Story,8,9,1953,1975,Gambrel,Wd Sdng,170.0,BrkTil,556.0,785,1151,Grav,N,979,238,1229,2,2,0,3,1,7,0,3,191.0,401,19,29,2009,3,362663.67517702037
790,80,C,17411,Grvl,IR3,Bnk,NoSewr,FR2,CollgCr,RRAn,Duplex,1Story,1,4,1977,1977,Hip,Wd Sdng,137.0,CBlock,113.0,567,1722,Wall,Y,2412,1318,3551,1,3,0,5,2,4,2,0,578.0,152,183,67,2010,8,404565.51474244107
791,70,C,9517,Pave,IR3,HLS,NoSewr,Inside,Edwards,Norm,Twnhs,1Story,5,3,1965,1985,Gambrel,MetalSd,232.0,BrkTil,854.0,842,716,GasA,N,2290,111,3819,0,3,0,2,1,9,2,1,720.0,105,49,57,2007,9,473866.8470571787
792,90,RM,8302,Grvl,IR3,Bnk,AllPub,Inside,CollgCr,Artery,Duplex,1Story,8,1,2012,1958,Hip,MetalSd,331.0,PConc,675.0,95,85,Grav,Y,1475,1111,1161,2,2,2,4,1,6,2,0,,40,89,54,2007,12,360021.9023136315
793,60,FV,12857,Pave,IR1,Low,NoSewr,Inside,CollgCr,Norm,Twnhs,SLvl,6,7,2002,1996,Gambrel,HdBoard,29.0,BrkTil,976.0,113,103,GasW,Y,508,475,1595,0,1,1,4,1,7,0,1,678.0,163,103,13,2006,5,370771.0111088073
794,50,C,14700,Pave,IR2,Low,NoSewr,Inside,BrkSide,RRAn,2fmCon,2Story,9,6,1966,2000,Hip,VinylSd,380.0,PConc,700.0,986,142,GasW,Y,1214,303,1231,0,2,2,3,2,10,2,3,245.0,257,193,76,2008,9,402080.3353342264
795,20,RH,12870,Pave,IR2,Low,NoSewr,Corner,BrkSide,RRAn,2fmCon,1.5Fin,1,10,1989,2006,Gable,VinylSd,306.0,CBlock,1316.0,985,204,GasW,N,2425,1328,3522,1,1,0,2,2,4,2,1,244.0,210,73,88,2009,1,408624.19113669946
796,80,RM,10693,Grvl,IR3,HLS,NoSewr,Corner,CollgCr,Norm,1Fam,1Story,9,4,1962,1981,Hip,VinylSd,160.0,CBlock,1218.0,868,640,Wall,Y,878,289,2343,1,3,2,5,2,5,0,1,677.0,201,268,76,2010,7,421021.8648713051
797,60,RM,5767,Pave,IR3,Lvl,NoSewr,Inside,Edwards,Artery,Duplex,1Story,1,6,2001,2016,Hip,HdBoard,,CBlock,291.0,428,1781,GasA,Y,2340,207,1658,0,2,1,4,1,7,0,0,807.0,432,14,76,2007,11,304241.4433436245
798,80,RH,7044,Grvl,IR1,Lvl,AllPub,FR2,CollgCr,Feedr,1Fam,1Story,10,6,2007,2006,Hip,VinylSd,77.0,PConc,260.0,539,1061,GasW,N,2126,867,2229,2,2,1,5,1,6,0,0,722.0,194,282,36,2008,7,411316.18735348113
799,20,FV,19818,Pave,Reg,HLS,AllPub,Corner,BrkSide,Feedr,2fmCon,1.5Fin,10,4,1986,2003,Flat,MetalSd,277.0,CBlock,1230.0,817,1386,Grav,N,880,581,3861,0,3,2,5,1,7,1,0,132.0,52,197,43,2008,6,502835.42005494976
800,40,RH,19854,Grvl,Reg,Lvl,NoSewr,FR2,Edwards,Norm,Duplex,1Story,3,6,2010,1965,Gambrel,MetalSd,319.0,CBlock,563.0,1,1644,Grav,Y,1343,369,2145,0,1,0,4,2,5,0,2,196.0,146,194,5,2009,4,386601.19620906044
801,20,FV,19490,Grvl,IR2,Bnk,AllPub,CulDSac,CollgCr,Artery,1Fam,1.5Fin,1,10,1983,2011,Gable,Wd Sdng,20.0,PConc,48.0,211,1332,Grav,N,2185,219,2430,1,2,0,4,1,11,1,0,346.0,498,35,25,2009,11,304644.74082876544
802,70,RH,15331,Grvl,IR1,Lvl,AllPub,FR2,OldTown,Feedr,1Fam,2Story,3,8,2019,2005,Gambrel,VinylSd,384.0,BrkTil,1029.0,579,1075,Wall,N,859,1254,1375,1,2,0,3,1,10,1,1,48.0,281,204,13,2009,9,337576.27824501327
803,20,RH,16221,Pave,IR3,HLS,NoSewr,Inside,OldTown,RRAn,1Fam,2Story,2,3,1966,1972,Gambrel,MetalSd,496.0,CBlock,378.0,639,0,GasA,N,675,801,1888,0,1,2,2,2,8,2,2,63.0,309,138,7,2009,3,339843.76794566814
804,20,RL,6549,Pave,IR2,HLS,AllPub,CulDSac,CollgCr,Artery,1Fam,2Story,2,4,1969,1966,Gable,Wd Sdng,362.0,BrkTil,1417.0,332,10,GasA,N,984,818,1692,0,2,0,1,1,3,1,0,623.0,242,263,23,2007,11,330663.9971762653
805,70,RM,19790,Grvl,IR1,Bnk,NoSewr,Corner,Edwards,Feedr,1Fam,SLvl,9,10,2008,1987,Flat,VinylSd,371.0,BrkTil,223.0,23,1849,GasW,Y,1928,348,1069,1,2,2,2,1,6,2,3,867.0,50,56,85,2009,11,414659.3238817294
806,50,RH,14956,Grvl,Reg,Low,AllPub,Corner,CollgCr,Artery,Duplex,1.5Fin,8,1,2018,1979,Hip,VinylSd,379.0,CBlock,1046.0,764,746,GasA,N,532,254,2819,0,3,0,1,1,9,1,0,696.0,494,109,38,2008,1,402134.9606497946
807,90,RH,11140,Grvl,IR1,HLS,AllPub,CulDSac,CollgCr,Norm,1Fam,1Story,1,4,1982,2007,Flat,MetalSd,142.0,CBlock,1007.0,367,1663,Grav,Y,1988,451,1923,1,1,1,4,1,7,0,3,103.0,408,173,48,2008,2,349362.6970576803
808,20,C,15837,Pave,Reg,Bnk,AllPub,FR2,BrkSide,Artery,Duplex,1Story,4,10,1966,1971,Flat,Wd Sdng,35.0,PConc,656.0,741,1959,Grav,Y,1195,141,3976,0,2,1,5,2,6,2,2,212.0,113,205,84,2010,3,428083.32801745355
809,70,RM,8716,Pave,IR1,Lvl,NoSewr,Corner,OldTown,Feedr,1Fam,1Story,1,10,2006,1966,Hip,Wd Sdng,302.0,PConc,109.0,505,1237,Wall,Y,656,1092,1237,2,2,0,2,2,11,1,3,516.0,272,224,62,2008,2,309728.46037939587
810,60,C,17797,Pave,IR2,Lvl,AllPub,Inside,BrkSide,Norm,2fmCon,1Story,1,9,1950,1964,Gambrel,MetalSd,437.0,CBlock,723.0,999,955,Grav,N,1064,88,1842,2,3,2,5,2,10,2,2,118.0,457,63,25,2008,6,334214.79215245764
811,40,RM,18494,Pave,Reg,Bnk,AllPub,CulDSac,BrkSide,Artery,2fmCon,SLvl,4,8,1962,1997,Hip,MetalSd,213.0,BrkTil,552.0,175,754,GasA,N,2331,870,3072,0,2,0,2,1,5,0,3,855.0,119,251,9,2007,7,451739.08616671193
812,40,C,9481,Grvl,IR2,Bnk,NoSewr,Inside,CollgCr,RRAn,1Fam,1Story,2,4,1976,1981,Gable,MetalSd,,PConc,1422.0,428,1579,Grav,Y,701,1159,2441,1,3,2,2,1,8,1,0,760.0,188,266,76,2008,5,341034.7223925775
813,20,RH,18885,Grvl,IR2,HLS,NoSewr,CulDSac,BrkSide,Feedr,Twnhs,SLvl,3,7,2019,1989,Hip,VinylSd,185.0,PConc,1195.0,886,517,GasW,Y,2309,522,3837,0,2,1,5,2,6,1,2,678.0,45,92,57,2006,5,462605.19160777616
814,50,RH,12898,Pave,Reg,Lvl,AllPub,Corner,OldTown,Norm,2fmCon,1.5Fin,9,10,2008,2006,Gambrel,MetalSd,,CBlock,1005.0,732,1691,Wall,N,1698,659,3307,0,3,2,3,1,9,0,1,894.0,242,182,13,2008,7,457101.2519791494
815,50,RL,11548,Pave,Reg,Bnk,NoSewr,FR2,BrkSide,Artery,Duplex,2Story,2,3,1955,2007,Flat,MetalSd,53.0,CBlock,697.0,441,1438,Wall,N,1767,950,3241,1,1,0,4,2,3,1,1,241.0,310,299,72,2010,6,392169.6138082225
816,60,,7293,Grvl,IR3,Lvl,AllPub,CulDSac,OldTown,RRAn,1Fam,1Story,4,9,1972,1965,Flat,HdBoard,160.0,CBlock,725.0,547,1031,GasA,Y,1792,909,3759,0,1,1,3,2,3,1,1,279.0,49,213,70,2010,12,428346.83188426145
817,20,FV,9837,Pave,IR3,Bnk,AllPub,CulDSac,BrkSide,Feedr,Duplex,2Story,1,10,1959,1977,Hip,MetalSd,249.0,CBlock,305.0,513,4,Grav,N,1422,441,2183,1,2,2,3,1,8,2,0,423.0,330,141,38,2009,8,320701.1688097168
818,40,RL,12758,Pave,IR3,Lvl,NoSewr,Inside,OldTown,RRAn,Twnhs,1.5Fin,2,4,2000,1950,Gable,MetalSd,488.0,PConc,958.0,894,1385,Grav,N,1969,37,2253,0,2,2,2,2,9,1,1,362.0,10,82,30,2007,9,375444.55764970405
819,50,C,15900,Pave,IR2,Low,NoSewr,Corner,BrkSide,Artery,1Fam,1.5Fin,5,2,1968,1990,Gambrel,VinylSd,250.0,PConc,953.0,360,693,GasA,Y,573,1231,814,1,3,1,4,2,11,0,2,749.0,395,98,49,2010,2,316361.2657730388
820,20,C,11793,Pave,IR2,HLS,NoSewr,Inside,BrkSide,Artery,2fmCon,1Story,10,10,2000,1997,Flat,Wd Sdng,422.0,PConc,1174.0,273,111,GasA,N,595,209,3407,0,3,0,2,2,9,1,1,305.0,423,280,15,2006,12,457928.09627527825
821,80,RL,12638,Pave,IR3,Lvl,AllPub,Corner,Edwards,Norm,Duplex,1.5Fin,1,5,2017,1980,Hip,VinylSd,278.0,BrkTil,1451.0,176,1003,GasW,N,2396,512,2474,2,1,1,1,2,11,2,2,716.0,47,101,71,2006,2,369325.5251485958
822,50,RH,12993,Pave,IR2,Low,NoSewr,Inside,OldTown,RRAn,2fmCon,2Story,7,2,1991,1985,Gable,HdBoard,170.0,PConc,620.0,263,272,GasA,Y,672,1383,1803,1,2,0,2,2,11,1,1,485.0,376,70,50,2009,1,388358.71493481717
823,70,,11007,Grvl,IR2,Lvl,AllPub,CulDSac,OldTown,Norm,2fmCon,1Story,4,10,2006,1982,Gable,MetalSd,182.0,PConc,1490.0,185,421,Grav,N,2422,1024,3261,2,3,0,5,2,10,2,3,313.0,55,265,14,2007,7,430289.4711548086
824,80,RH,10542,Pave,Reg,Lvl,NoSewr,Inside,OldTown,Feedr,1Fam,SLvl,6,6,2017,1982,Flat,MetalSd,1.0,CBlock,629.0,526,264,GasW,Y,1929,980,2178,1,1,2,2,1,9,1,2,512.0,7,129,88,2007,11,425436.8231031643
825,90,RL,14092,Pave,Reg,Low,AllPub,FR2,NAmes,Norm,Duplex,1Story,8,10,1987,1972,Flat,MetalSd,193.0,PConc,876.0,912,1481,Wall,N,654,380,2280,1,1,0,1,2,5,2,1,682.0,471,59,37,2008,4,395773.213045017
826,50,RH,19400,Grvl,IR2,Lvl,NoSewr,Corner,BrkSide,Feedr,Twnhs,2Story,6,1,2011,2009,Gambrel,MetalSd,165.0,PConc,555.0,278,211,Grav,Y,1706,827,2545,1,3,0,2,2,5,2,1,166.0,13,118,78,2006,9,388145.29566393606
827,40,RM,16276,Grvl,IR3,Lvl,AllPub,Corner,OldTown,Artery,2fmCon,1Story,2,6,1956,1979,Gable,MetalSd,246.0,PConc,66.0,705,1101,Wall,N,1846,858,3846,1,2,1,1,1,7,1,1,393.0,214,262,88,2006,6,387287.5942570717
828,30,FV,11356,Grvl,IR1,HLS,NoSewr,CulDSac,NAmes,Artery,1Fam,1Story,1,4,1999,1994,Gambrel,,498.0,CBlock,1179.0,197,781,Wall,Y,788,393,2661,0,1,1,4,1,9,0,2,769.0,369,20,70,2006,12,378325.988517495
829,80,C,15201,Pave,IR3,Low,AllPub,Corner,Edwards,RRAn,1Fam,2Story,8,3,2001,1988,Gable,HdBoard,412.0,PConc,834.0,348,665,Wall,N,757,1073,914,0,3,0,2,2,9,0,2,62.0,439,96,89,2006,7,392119.8303895876
830,90,FV,13433,Grvl,IR1,Low,NoSewr,FR2,OldTown,Feedr,Twnhs,1Story,8,2,1975,1994,Gable,MetalSd,243.0,PConc,205.0,922,1244,Grav,N,2110,395,2175,1,1,2,1,1,3,1,1,271.0,244,0,71,2010,7,408585.0008390453
831,60,RH,19828,Pave,IR3,Bnk,NoSewr,Inside,OldTown,Artery,1Fam,1Story,9,7,1975,1961,Hip,MetalSd,109.0,BrkTil,785.0,420,368,Wall,N,673,31,1775,0,2,1,4,1,10,1,3,36.0,53,202,81,2007,8,406566.33673086285
832,60,C,12380,Pave,Reg,Lvl,AllPub,CulDSac,NAmes,RRAn,2fmCon,2Story,6,9,1968,1981,Flat,MetalSd,379.0,BrkTil,,304,957,Grav,Y,829,544,3946,1,3,2,5,2,3,1,2,15.0,483,127,20,2008,4,494364.3469514325
833,40,RH,7385,Pave,IR2,HLS,NoSewr,FR2,BrkSide,RRAn,1Fam,1.5Fin,1,3,1958,2005,Gable,HdBoard,322.0,BrkTil,1097.0,63,346,Wall,N,1754,711,2485,1,2,1,3,1,6,1,2,765.0,272,131,15,2010,3,376057.0630714027
834,50,RM,19308,Grvl,IR2,Lvl,AllPub,Corner,Edwards,Norm,Duplex,2Story,9,6,2010,1973,Gambrel,MetalSd,,BrkTil,1072.0,289,24,GasA,Y,1258,1257,2883,2,2,1,1,2,4,1,3,342.0,428,33,66,2007,3,503363.30464136833
835,20,RL,9268,Grvl,Reg,Lvl,AllPub,Corner,OldTown,RRAn,Duplex,1Story,3,9,1969,1962,Flat,HdBoard,70.0,CBlock,782.0,17,975,GasA,N,1519,1049,3089,1,1,0,5,2,7,0,0,345.0,388,86,64,2009,10,356650.4567259577
836,50,C,5671,Grvl,IR1,Bnk,NoSewr,FR2,BrkSide,Artery,2fmCon,SLvl,6,2,1999,1969,Gambrel,VinylSd,163.0,BrkTil,1490.0,63,1443,Grav,N,660,1457,2486,1,2,1,4,2,8,2,3,847.0,130,31,12,2006,8,460261.1954008423
837,40,RM,5163,Grvl,IR1,Lvl,AllPub,Inside,Edwards,Norm,Duplex,SLvl,10,7,1971,2005,Flat,MetalSd,284.0,PConc,584.0,873,1377,Wall,N,685,1084,862,0,1,1,5,2,6,2,1,538.0,8,258,63,2008,12,359468.92151978397
838,60,RM,13656,Grvl,IR1,HLS,NoSewr,Inside,CollgCr,Feedr,Twnhs,2Story,10,5,1962,2002,Flat,Wd Sdng,374.0,BrkTil,707.0,329,1743,Wall,N,2426,552,3513,1,3,2,2,1,6,0,2,622.0,211,32,60,2007,3,536913.8911702395
839,50,C,16234,Pave,Reg,HLS,NoSewr,CulDSac,CollgCr,Feedr,1Fam,SLvl,9,5,1961,2017,Gable,HdBoard,420.0,CBlock,178.0,869,416,Wall,N,642,1464,1308,1,3,1,3,2,9,0,2,232.0,121,285,31,2009,8,384611.7642772975
840,60,RH,9592,Pave,IR1,Bnk,AllPub,Corner,Edwards,Artery,2fmCon,1Story,3,7,1959,2003,Hip,VinylSd,112.0,BrkTil,1071.0,762,514,GasA,N,1805,1153,987,2,1,1,1,1,6,2,2,575.0,113,48,11,2006,2,316785.2607361139
841,80,RM,9795,Pave,Reg,Lvl,NoSewr,FR2,NAmes,Artery,Twnhs,1Story,5,9,2014,1983,Gable,HdBoard,227.0,BrkTil,1095.0,939,214,Wall,Y,1406,1377,3582,0,1,2,4,1,4,0,2,608.0,19,285,94,2009,5,441527.44142432354
842,90,FV,15634,Pave,IR3,HLS,AllPub,Inside,Edwards,Norm,1Fam,2Story,5,4,1979,1977,Flat,HdBoard,470.0,CBlock,112.0,16,1930,Wall,Y,1139,197,892,0,1,0,3,2,6,1,0,415.0,498,81,40,2009,5,312196.8132999547
843,20,RM,9798,Grvl,IR3,Lvl,AllPub,CulDSac,Edwards,Norm,Twnhs,1Story,10,9,1957,1999,Gable,VinylSd,300.0,CBlock,756.0,442,1135,Grav,N,2201,798,804,2,2,0,4,2,9,0,2,266.0,338,143,65,2010,7,344361.7404520772
844,80,RH,11036,Grvl,Reg,Lvl,NoSewr,Corner,NAmes,Artery,2fmCon,1.5Fin,7,10,1970,1951,Gable,,15.0,CBlock,,140,953,Wall,N,526,693,2872,1,3,1,5,1,3,0,2,325.0,20,279,7,2009,5,445975.5728396698
845,60,RH,7355,Pave,IR2,Lvl,NoSewr,Corner,NAmes,Artery,2fmCon,1Story,4,9,1971,1975,Flat,MetalSd,495.0,CBlock,820.0,307,1727,GasA,N,1769,1394,3355,2,3,1,4,2,6,0,0,743.0,207,91,58,2010,9,396239.2044820472
846,60,FV,10887,Grvl,IR3,Bnk,AllPub,CulDSac,BrkSide,Feedr,Twnhs,2Story,4,4,1967,2000,Flat,HdBoard,30.0,CBlock,158.0,443,913,Wall,N,2010,146,897,0,2,2,4,2,8,0,1,442.0,32,223,24,2010,3,294787.90239549644
